text,label,timestamp
"Beautifully photographed. However, if you're interested in Africa from a political and historical standpoint, as I am, this is not really the video series for you.Excellent wildlife and nature footage (just as you'd expect from National Geographic) and even an attempt to convey some sociological lessons about ""urban"" vs. ""tribal"" differences.Overall, well worth watching, but don't look to it for very deep historical or political enlightenment about the continent.",positive,2025-02-06 06:00:00
"First off this helmet is enormous, even in a medium. It is the right size for my head and fits ok but I might as well flip it upside down because is sits on the top of my head and doesn't really go on or around it. There is so much padding inside it that it does not even slide halfway down your head. Obviously a knock off with the materials used. I don't understand why there are so many good reviews! The chrome looks nice but it's so easily corrupted that I scratched it with my fingernails tryin",negative,2025-02-06 06:00:00
I bought the nailer over a year ago and use it every few weeks when I get some finish work. It is light weight and it is easy to clear jams. One day it would not fire. I took it to be rebuilt and had an estimate of $100. The guy called and told me it needs a new firing mechanism and it would cost $189. So I am ordering the Hitachi today.,negative,2025-02-06 07:00:00
"Our living room has a ""bow"" window with five narrow panels. I looked many places for narrow-but-strong tension rods. I was pleased to find these and to get free shipping. I am very happy with my purchase. Thank you.",positive,2025-02-06 08:00:00
Just buy this album. 'Dry the rain' is the best song ever. 'Dog's got a bone' is close to being the best ballad ever. Each song is as original and unexpected as an earthquake. Push it out. Feel the Beta vibe.,positive,2025-02-06 09:00:00
This movie is hilarious!!!!!!!! I saw it with my friend and we laughed throughout the entire thing.,positive,2025-02-06 09:00:00
Where to start? This thing is so bad that it is a disgrace to bad melodrama. The plot is so predictable it is sickening. This movie wasn't even released until after Harry Potter was released.,negative,2025-02-06 10:00:00
I'm a big bjork fan - I'm also a big fan of the higher fidelity DVD Audio format and remastered CD sound (although some remasters are atrocious) - so I thought this disc was a great buy.However I wasn't pleased to find that the CD Audio side won't play in the car or on the computer as it's not recognized as a CD Audio disc (apparently not uncommon with Dual Discs) - just as frustrating is the lack of true DVD-Audio using MLP (Meridian Lossless) which is superior to the Dolby and DTS surround sou,negative,2025-02-06 11:00:00
"Ditto to other complaints - won't separate easily- either by unscrewing or prizing. Cheap, flimsy, leaks water also because no gasket. I'm looking for something else and hoping reviewers will give honest good advice . . . this almost identical to product by Munchkin",negative,2025-02-06 11:00:00
"I decided to read this book after watching it on PBS. Of course there was more detail in the actual novel and Jane Austen never fails to ""dazzle you with her footwork"". The description and narrative is beautiful and makes you feels as if you were actually there.",positive,2025-02-06 12:00:00
"Although I'll admit this CD has its charms, I firmly believe that it should not garner a five star rating. The detriments to this album include the following: first, the album is full of Lauryn Hill speaking inane lyrics that faintly resemble some sort of electronica instrument; second, the songs lack differentiation (as in they are mostly the same beat.); and finally, the bitter lyrics really give me a headache. (Disregard the rambling run-on sentances.)",negative,2025-02-06 13:00:00
Great horror movie! Jeffrey Combs does very well in this one,positive,2025-02-06 14:00:00
"Hi,I bought this book sometime last month. Received it couple of weeks back. It was delivered promptly, but the book print quality seems to be bad. In fact it looks like a fake! Looks more like a photocopy of the original book. So much for paying this kind of money to buy the 'original'.",negative,2025-02-06 14:00:00
"It swivels, has a remote and a tipover safety feature, and you can mount it on the wall if you desire. It works wonderfully, providing plenty of heat when you need it.",positive,2025-02-06 15:00:00
"I really like this album and I think the intent of the musician is somewhat more involved than the lyrics would have you believe. I think he is railing against the church and how it has distorted and destroyed whatever purity there was about the early Christian movement.Musically, the horror film samples work well next to the distorted vocals. The synths sound fantastic and the percussion has a nice amount of grainy distortion added so that the tracks are rarely boring, if at all - they pound, s",positive,2025-02-06 16:00:00
"...with two of my favorite actors: Mark Harmon and the lovely Madeline Stowe.I caught this on cable back in the early 90's. I had a big crush on Madeline Stowe, since seeing her in ""Revenge"". So I decided to check this out...and I was not disappointed.Definitely not a general classic, but I love this film. With less-capable and less-likeable actors, this film would (...). This is one of those rare cases where the actors elevate the material.This is one of those rainy-day, ""got-nothing-else-to-do",positive,2025-02-06 16:00:00
"Before I first watched ""I, Robot"" I was afraid it might have sold out as an action film. Thankfully I was wrong.""I, Robot"" contained an even balance of not only action, but psychology, sociolgy, philosophy, the clash of logic and emotions, life, and unconditional love. The movie made you think and feel with its knowledge, although its visuals and sounds were equally appealing with another nice balance of the present and the movie's version of the future. Such a natural feeling is rare in action ",positive,2025-02-06 17:00:00
"The reviews were great on this products, that is why I bought it.But when received mine in the mail and tried it out, It was completely useless, I think the worst 10 Dollars I have ever spent.It would not grip any hair of mine, the quality felt very poor, I had better experiences with tweezers from Walmart.Really disappointed.",negative,2025-02-06 18:00:00
"This band is amazing. Like everybody else, the first song I ever heard was Absolutely (story of a girl), and I bought the CD because that song was great. But the rest of the CD is even better. ""If I Am,"" ""Sometimes,"" ""Crazy,"" and all the other songs on the CD are gorgeous. They shouldn't be compared to other five person bands like Matchbox 20 or Vertical Horizon because they blow the hell out of those bands. Nine Days are five truly gifted musicians who deserve to go platinum one million times o",positive,2025-02-06 19:00:00
"The Prodigy are back!""Baby's Got A Temper"" is a fantastic record - just whatwe need right now in an age where all the music industryhas to offer is endless, dire amounts of pop-garbage.The only bad thing I have to say about this great CD isthat the other mixes don't vary too much from the originaltrack, being a dub and instrumental (respectively). I wouldhave preferred a couple of new tracks.That said, ""Baby's Got A Temper"" is such a great,catchy song, that I still enjoy the other versions and I",positive,2025-02-06 19:00:00
"Of all the albums we bought in the 70s this is one of my favorites! When I get in the mood for reggae I usually start here with 'Let my days be long' (or 'Revolution' on Marley's 'Natty Dread'). It is 'religious', as others have mentioned, but that shouldn't be a problem if you appreciate different styles(?) of reggae. Did I forget to mention 'Super Ape' or Augustus Pablo? Man.",positive,2025-02-06 20:00:00
As one would expect these producrions are beautifully presented. The quality of the acting is superb. England seems to produce character actors of great skill and presence. I thoroughly enjoyed the variety of themes presented,positive,2025-02-06 21:00:00
"I bought them (all the Barnes & Noble Classics) to complete my Jane Austen's collection, and honestly, didn't like the paper quality, it seems like they didn't even care for the presentation of them; it didn't look elegant, cheap to be more specific.",negative,2025-02-06 21:00:00
"Most Panasonic cameras have a pretty good battery life. Unless you shoot a lot of pictures, or use the flash a lot. In that case, you will need another battery and this is a good choice.",positive,2025-02-06 22:00:00
After having the Keurig for one year the plastic lip inside where the coffee pod sits completely broke in several different pieces and landed in my coffee cup. Three friends of mine had the same thing happen after having the Keurig for a short time. It seems the heat from the Keurig eventually weakens this piece and makes it brittle enough to break apart.,negative,2025-02-06 23:00:00
I was a little dissapointed with this purchase because it claims to be hardcover but in actuality it is three ring punched and individual pages. It is complete and in very good condition though. I would still consider purchasing from this agent since the prices are very low.,negative,2025-02-07 00:00:00
"I always rely on Amazon customer reviews - this is the first time I have been so completely disappointed. I had to hold the fan 10 inches from my face before I felt any circulating air, and that was with the fan on High. Due to the size and shape of the fan blades, no air comes out of the center of the fan; what little breeze there is comes out in a small stream on the sides of the fan. I won't comment on the light, since I wasn't interested it that option. Just got it, and I am sending it right",negative,2025-02-07 00:00:00
"Very strange to follow. Too much forward and backwards in the plot. Like the suspense, probably won't watch again.Too shifty.",negative,2025-02-07 01:00:00
"Isabel Allende tiene una forma unica y peculiar de escribir. Me gustan mucho sus libros, pero tiene un problema: da demasiados detalles y se sale de la trama. Esta era una fantastica historia, sin embargo, no le dio la importancia que debio darle al personaje. Se intereso mas en describir la vida en chile y otras cosas que le restaban importancia a lo que verdaderamente la tenia: la historia de Eliza. No es que no me haya gustado, si me gusto, pero el final es algo tragico e inesperado. Me quede",negative,2025-02-07 02:00:00
"I bought this cd after hearing the title song for the hundreth time on the radio, thinking maybe the whole cd would be as good. Boy, was I wrong. I would return it if Amazon would take an opened cd back!",negative,2025-02-07 03:00:00
"A classic mystery with plot twists throughout to keep you guessing. Watch for a spell-binding cameo by Stephen Herbster, virtually buried in the credits but more than worthy of praise.",positive,2025-02-07 03:00:00
Works great now I get the best steamed veggies the company sent it fast I give the company and the steamer 5 star,positive,2025-02-07 04:00:00
"Good Price with a nice package, but very poor quality sound. We purchased 2 of these phones...both had echo, and low sound quality. We could not even have a conversation with the other party. Both are being returned!!",negative,2025-02-07 05:00:00
"Especially one this uninformative, in their cubicle. I would be reluctant to TAKE money to put up this poster.",negative,2025-02-07 05:00:00
"While I loved both movies, Jean de Florette and the sequel Manon of the Spring, I would rate the first of the pair to to have an edge over the second. They are both masterfully done, and you really can't watch just one of them, as they are an inseparable pair, the first movie forming the background for the second, and the second providing the resolution for the first. Without giving up too much of the story, these movies tell a story of greed, ""accidental"" murder, and resolution with the likes o",positive,2025-02-07 06:00:00
my brother loves these game. )hes favorite is the one for computer but we lost the disk when i was in kindergarten) when this comes out tell me how great it is!,negative,2025-02-07 07:00:00
"The manufacturer packed this product so poorly that the plastic joints between sections of the tree were smashed, and the pole in the center of the tree was bent beyond redemption. I have no idea how this tree looked all put together since I had to repack it and send it back. Thankfully Amazon.com's return policy is generous and swift - they get five stars for service! In the meantime, it was a real tree for me again this year . . . I may try to go with an artificial one next year, but will not ",negative,2025-02-07 08:00:00
"I purchased the K&N HA-6003 as a replacement for the stock filter in my 2003 Honda CBR600RR. The fit of the K&N was poor at best. I did manage to get it in, but not without considerable effort. Now that it's in the bike, I am a bit worried about it sealing properly. If I had it to do again, I would go with a different hi-flo aftermarket filter, or the OEM.",negative,2025-02-07 08:00:00
"This book is a wonderfully and thrillingly written account of the machinations of the Boleyn-family to get close to the throne at the times of Henry VIII. Mary Boleyn is ordered by her family to be at King Henry's command whatever his wishes and whims. She obeys her family, since she is barely 13 when first presented to the king. She succeeds in keeping him at her side for a while, until his eyes begin to wander again and he seeks fulfilment (in every way) elsewhere. All of a sudden she is comma",positive,2025-02-07 09:00:00
My daughter requested these for Christmas. She watches them over and over. This is a good clean show for teenagers. Highly recommend.,positive,2025-02-07 10:00:00
If I could give this a half star I would. I bought this for my children to watch and I felt with a rated G rating that I was safe. How wrong I was. I am ashamed to say that I let my children see this before I did. When the magician is tied to the tree and his magic brings the tree to life all I see is the tree and her huge breasts. And the magician is stuck between her cleavage. The world is getting sick enough that I don't need to show a cartoon to my children with this garbage in it. I am high,negative,2025-02-07 10:00:00
"Dr. Hahn has performed yet another great service for the Church (and the whole world, for that matter). The Our Father is Gospel prayer, the prayer that Jesus Himself gave to us. If prayer is oxygen for the soul, then Dr. Hahn has helped to breathe life into our prayer. In the light of four Fathers of the Church, as well as his own excellent insights, Dr. Hahn, a teacher in the Teacher, teaches us how to pray.",positive,2025-02-07 11:00:00
This book was so great! I loved and read it so many times that i will soon have to buy a new copy because my last one fell apart. I just hope that there is a follow up on this story because I want to know if Mary-Lynette and Ash get together.,positive,2025-02-07 12:00:00
All I needed was something to sharpen pencils with. We always get those cheap sharpeners that cost 50 cents at walmart.....no good. This is perfect.,positive,2025-02-07 13:00:00
This book was suggested to me by a counselor I was seeing to help me deal with the fallout of my husbands confession of sexual addiction. We both read the book and it truly helped both of us to understand some of the underlying issues associated with this addiction. There is so much information in this book and I would highly reccomend it to anyone facing this kind of situation.,positive,2025-02-07 13:00:00
"This is a great resource for victorious living! It shows the consequences of choices each of us make in our lives and how important it is to make the right choice to live a life of true freedom and liberty! It is a quick read - I was fascinated with the stories shared from the beginning and had a hard time putting the book down! I got copies for my family to help encourage them as they are getting ready to enter the ""dating"" stage of their lives to help them stay on course and help give them the",positive,2025-02-07 14:00:00
"This game is fun, exciting, and easy to learn how to play. I got this for Christmas last year, and I still love to play. Trust me, I have a very short attention span and a complex mind and found this game great.Pros:*cool monsters to raise*tournaments to win*many secret breeds to unlock*many tasks to accomplish*lots of monsters to pick from*challenging for pro gamers*enjoyable for untalented gamers*rules aren't confusing*good graphicsCons:*people talk a lot*monsters only have 4-5 year life spans",positive,2025-02-07 15:00:00
"Trust me, guys, this doesn't work unless you're a stud. It's all based on making ""eye contact"", and no girl is gonna be giving you 'eye contact"" unless you're an attractive stud. For the average joe, forget it, this just does not happen in real life.",negative,2025-02-07 16:00:00
"I skipped this one during its drive-in days, but I caught up with it on video in the 80s. I was so primed to be scared that I watched it on a sunny Saturday afternoon with all the lights on. And it STILL scared the bejesus out of me. You'd be surprised by how little gore there actually is and by how willing Hooper is to sustain the length of a scene until you think you'll leap out of your skin with anxiety. The final shot against the rising sun is maybe my pick for the most memorable of any horr",positive,2025-02-07 16:00:00
"Factually shaky at many points, pedestrian prose, self-aggrandizing and a page turner only for wanting to finish the awful thing. What I found most offensive about this book was the author's egotistical disdain for the, ""lesser climbers"", of the team. In fact she and her fellow leaders showed nothing but hostility to many members and they all come off as smug, arrogant jerks. Having been on climbing expeditions before, there is a great deal of stress, raw feelings, etc, but the raw and condescen",negative,2025-02-07 17:00:00
"Jennifer Gray and Patrick Swayze are the terrific duo in this dancing romance on the road! I love the song Baby, when she is teaching him the cha-cha! I definatly recommend this movie to everybody. A time-less classic!",positive,2025-02-07 18:00:00
I took my father to see this movie in theaters back when it was released in the 70's. He was a Marine who served in the Pacific and told ne how important this battle was. I needed to have it in my collection.,positive,2025-02-07 18:00:00
"Ironically, while doing an update to the catalog of my movie library, I ran across this one and decided to watch it this evening - having no recollection of it. I see that it has great review ratings from other owners, and their details I will leave to you to peruse.This is a great mystery drama. Don't miss it.Regards,EdB",positive,2025-02-07 19:00:00
"A few years back I was forced to read ""Tess"" for my English class. Nobody in my class could ever finish reading the book... only a few of us could ever even finish the Cliff Notes for it. Our Professor tried solving the situation by renting us the video, but all of us were fast asleep half an hour into it.Tess is a bimbo with no brain and an insult to women, yes, even at that time! This book is over-rated and should not be called a classic. If you really want to read good literature, read D.H.La",negative,2025-02-07 20:00:00
I'm trying to locate the abridged version that I taught from in the 60s. It's out of print and I would love to get come copies of it if anyone has any to use with my not-so-good readers now.If you find any please call me at 949-854-8889.,positive,2025-02-07 21:00:00
"Audio playback through this extension is terrible -- constant static. I have used it with multiple sources and playback devices, speakers and headphones, and all have the same result, static. Replaced it with a higher quality cable and the problem was solved. Not worth the hassle of trying to get a replacement when the cable only cost $3 shipped to begin with.",negative,2025-02-07 21:00:00
"The Cd is a disgrace, I almost laughed out lad at the singers voice. If youre in need of a few laughs then buy this- if you like music by any rage album! This CD doesnt deserve a star. The music doesnt compare to rage at all.",negative,2025-02-07 22:00:00
It has been a month after the estimated date my items would have reached me and they haven't. Can you check on this???,negative,2025-02-07 23:00:00
"When i first got this book from the library i put it down after 3 pages. At the time it had looked to me like a big, boring book. I brought it home again to give it another chance (like 2 years later) and I think it's great. The story is good, bringing magic into a world you are most familiar w/ and even entering more worlds. The story of 13 year old girl mixed with another boy is weaved together of them trying to learn magic. Just novices, they are experimenting w/ Speech that leads them to a l",positive,2025-02-07 23:00:00
"The cover blurb on this book says it all: ""For office slaves, Internet addicts and stressed-out students."" (ha! I am all three) If you are like me and have looked at many a Yoga book but put them aside due to the difficult positions/instructions or the time involved, but still want to feel better, relax and also rejuivinate, AS well as relieve the symptoms of the computer age, then this is the book for you. A definate must-buy!",positive,2025-02-08 00:00:00
"Tobe Hooper's 1974 landmark masterpiece debut ""THE TEXAS CHAINSAW MASSACRE"" is by far the single most influential horror film of all time. This is the holy grail of horror movies! When i was a kid this movie changed my life,i've been a horror movie addict ever since! This film is the ultimate blue-print on how to make a great horror movie. There are many films that contain much more blood & gore then T.C.M. & to the eye of the beholder there may even be films out there that are more scary then T",positive,2025-02-08 01:00:00
"Well i saw this movie on the night of its release... Just like most women in this world I am a HUGE VIN DIESEL fan... I saw him in the Fast and the Furious, Pitch Black, Boiler Room,and so on. I was SADLY DISSAPOINTED by this movie. It was long and dry. The funny parts were few and far between, and there was sooo much action in it that it was almost UNBEARABLE to watch. Between the mediocre acting and the tired fighting scenes. It leaves u drained. NOT VIN DIESELS FINEST HOUR I WILL SAY..",negative,2025-02-08 02:00:00
"For once, a film coming from a north european country that is neither unhealthy nor perverse.Suzanne Bier is a wonderful director as she proved in two of my favorite films ""Things we lost in the fire"" and ""Brothers"".",positive,2025-02-08 02:00:00
"Unlike many things I used to like and am rediscovering to find I dont like as much, Transformers has only gotten better with age! Man, its like the best of western animation and japanese in an incredible amalgamation! if you've never seen the Transofrmers, don't be influenced by their bastardized offspring, beast wars, this cartoon was and is great!",positive,2025-02-08 03:00:00
"Having just read Vanishing Florida by David T. Warner, I was anticipating another look into a native's perspective of old Florida. While Warner's book was engaging, enlightening and entertaining, this one was not. It was mostly a dry historical perspective of the author's family which wasn't that interesting.",negative,2025-02-08 04:00:00
"If you know anything about yoga, do not buy this cd. The only positive parts is the location and view of the waves. This is more a novelty than useful. Honestly who does yoga in a wetsuit at pipeline..Try Ali McGraw's Video for a great intermediate yoga tape.",negative,2025-02-08 04:00:00
"I have read the other reviews of this book, and while I appreciate everyone's opinions I must say that this book helped me immensely! I am new to the gluten free life. I have been ill for two years and am just finding out that gluten is one of my issues. I had NO prior knowledge and this book did a lot to allay my fears. I haven't read Against the Grain, so I cannot compare the two. Jax made me laugh often, even through my tears. I recommend it for those just starting out.",positive,2025-02-08 05:00:00
"FANTASTIC!! AMAZINGLY THRILLING!! Paolini deserves an A+! very original, action packed, and all out cool, this book is defenatly a best seller!! by the way,Saphira was so well developed, I pictured the perfect dragon in my mind. NO young author can out-write this master of the English language!",positive,2025-02-08 06:00:00
"Beautiful and irresistible brass band from Italy, fans of Tom Waits would love it, has a very similar feel to some of his work - nicely orchestrated, moody dirges.Track one features guest vocals by Dani ""El Mono Loco"" Carbonell, of Macaco and Ojos de Brujo. Other vocalists appear and they are great too. Mostly an instrumental album though.",positive,2025-02-08 07:00:00
"""Educating Rita"" can be enjoyed at many levels of understanding. It can simply bring pleasure and good feelings. And it can be understood as a story of love that is harnessed for the growth of each person involved in the mentoring relationship. For a woman who has to take her own journey, it is validating. For a stale and jaded teacher, it is instructive. For any love relationship that develops between student and teacher, it shows - in the very best light - what can happen to each when they rec",positive,2025-02-08 07:00:00
"This book is very good. The story line is fantastic and I cannot put it down. There is one problem, however. This book was very poorly proofread if proofread at all. There are many grammatical mistakes and other errors that middle school students could eliminate if they had read their work. Nonetheless, I highly recommend The Fall of reach and the rest of the series as long as you are able to overlook certain imperfections.",positive,2025-02-08 08:00:00
This stuff is a ripoff. I found some at a local store and bought it just to see if it amounted to anything. It does not. Go to the store and buy a 24oz bottle of cheap body wash and a 2oz vial of tea tree oil. Empty 2oz from body wash and then pour tea tree oil in. Shake well. Same thing only MUCH stronger and a fraction of the cost.,negative,2025-02-08 09:00:00
"Unfortunately this is supposed to be inspiration for the last days of Kurt Cobains life. Leave it to this jackass who sold out to everything Kurt Cobain wasn't. Let alone this story was told from someone whom never met the man. Merely this movie was from someone who watched ""The Doors"" too many times. What a waste, another person selling out to the all mighty dollar trying to make his film career. I'd recommend buying any album from Nirvana if you want to know the true singer in the shadows.",negative,2025-02-08 10:00:00
I have had the case for a month now and I am very happy with it so far. The case holds my TX nicely. No problems with the belt clip either. Very good product for the price.,positive,2025-02-08 10:00:00
"This novel is very long and boring.When Clancy describes the submarine battles,the text results heavy and very difficult to follow.In fact,the novel contains too many technical details about the weapons.The book would be better if it contained more references about the persons.And I have to say that I think that this novel has a excess of 400 pages.(The Spanish edition of Plaza y Janes has almost 1000 pages in small format)",negative,2025-02-08 11:00:00
"These are very comfortable, small and light, and they block the ambient noise very well. There are a couple of major problems however. One is that the chord is microphonic. It transmits a loud scraping sound to the earpieces when it rubs on your face or clothing. The other is the response. The only other earphones I have to compare it against are the Ultimate Ears Super.fi 3, (a.k.a. Altec Lansing UHP336). The Zen suffers very badly by comparison. It has an uneven frequency response with a bump ",negative,2025-02-08 12:00:00
"This book was a fun read. There are times that you can tell that the writer was in his mid to late teens when he wrote it, and other times that he writes far beyond what you would expect from someone his age. Excellent read that I would recommend to any fan of this genre.",positive,2025-02-08 12:00:00
"I have to say I haven't actually read this book, but I feel like if you are considering giving this author a chance to influence your eternal salvation, you ought to give the nice people who come knocking at your door a chance too. Then pray about what you have learned and decide for yourself. But if you want to celebrate over Choco Tacos, you would have to go to Taco Johns, I used to work there and they are the ones who sell the tasty treat. (see other reviews for this book to understand what I",negative,2025-02-08 13:00:00
"I cannot describe the wonderful voice of this young man. Its so awesome, he takes my breath away. I recommend this cd to everyone. He shows such emotion and love with each note he sings. Thank you Clay Aiken for this magnificent cd and I so look forward to your tour and your next cd.",positive,2025-02-08 14:00:00
"I love this whole movie! I is my all time favorite. I am not really a movie goer but this is one that I have played over and over again and never get tired of it.""Corprate Account Payable, Nina Speaking ...Just a moment!""I have been in a cube most my life and so much rings true....this is a celebrated movie and a tribute to all of us that work in the corprate world!I happen to like me work, getting there was a struggle...we all have been Peter Gibbons at one point or another in our career!""Hey P",positive,2025-02-08 15:00:00
RELLY QUICK action you can play tag here is how to play tag youhave to tag all the othere cars wethowt being tagd in retern.batell is a chalinging game you fite. you can race to.,positive,2025-02-08 15:00:00
"DID NOT MEET DESCRIPTION BY AMAZON.THERE WAS NO LISTING BY EACH ESSAY TITLE.THERE WAS NO DESCRIPTION IN EACH ESSAY OF MEANING OF ELIZABETHAN TERMS,NOR ANY TRANSLATION OF FREQUENT LATIN QUOTATIONS.NOR ANY INTERPRETIVE COMMENTS ON THE ESSAYS.ALL THESE THINGS ARE FOUND NORMALLY IN MODERN EDITIONS.THIS BOOK WAS DOWNLOADED FROM THE INTERNET AND IT SHOWS.",negative,2025-02-08 16:00:00
"I read this book two years ago and had the opportunity to participate in an interview with the author on National Public Radio. Ms. Gibbons was gracious, of course, but she could not answer the obvious difficulties in this book. The chronology is confused, and while the book reaches for important issues, ie the need for a young girl to have a mother, the treatment of the characters is shallow. The longing is there, and it is expressed well, but ultimately, the miraculous ""healing"" of the mother ",negative,2025-02-08 17:00:00
the main reason why i waited up until 2 in the morning cause i am a fan of chris lambert i saw it id say it was excellent of the action and the acting done by chris lambert and ice t.Great action AND I WAS DISSAPIONTED when christopher lambert was told by marcus that he killed his daughter when he didnt and so they killed each other and that ugly old woman who can t even act probably old enough to look like shes 50 mabye she is.So it was very entaining worth a watch.,positive,2025-02-08 17:00:00
"JBL has several price points for it's professional sound reinforcement products. JRX is the least expensive and MRX is the second least expensive. The MRX series offer higher quality and durability for a very reasonable price. These are normally $700.00 each. Amazon offered a new ""opened"" package which I was able to purchase for much less. These are extremely lightweight for the amount of power they can handle. Power handling is between 400 and 1600 watts depending on the program. Nominal wattag",positive,2025-02-08 18:00:00
Kirk Whalum is a fantastic saxophonist but this one is a disaster!! It doesn't deserve a mention let alone a place in the collection of true Jazz lovers. Please do not judge Whalum by this CD. I'd recommend 'Unconditional' instead.,negative,2025-02-08 19:00:00
"what a hot film. so intelligent, so provocative. buy it. now.",positive,2025-02-08 20:00:00
"Although the subject matter was interesting, the lack of pictures and overall layout of the book made it tedious to read. I saw so many opportunities for this book to be better. For example, there were many instances where an accompanying picture would have clarified a description or put it into a better context. A specific example of this is where she mentions a nail belt. It would have been illuminating to see a picture of one on that page. The writing style to me seemed dry, almost ""textbook""",negative,2025-02-08 20:00:00
"This is by far my favorite movie! Russell Crowe's acting is superb. All parts of this movie are fasinating and entertaining. I would recomend this movie to ANYONE. If you haven't seen it yet, you're missing out! This film has everything important to a good plot and screenplay. Drama drama drama!",positive,2025-02-08 21:00:00
"Don't get me wrong. Clay can really sing. His voice is good enough, but his music is just so corny and boring. All ballads and wanna be broadway sounding songs. I can't even bear to listen. I only do it to figure out what all the furor is about. I still haven't. Save yourself the effort.",negative,2025-02-08 22:00:00
This is very odd. In 1998 Garth Brooks had success when he put out a box set with a similiar theme. However for some artists that kind of treatment doesn't work and it falls flat. I like Toby Keith but this box set is just a way for a record company to make money buy repackaging three CD's (None of which are any good or have any worth) and make an extra buck. It's just sad.,negative,2025-02-08 22:00:00
"I liked how it started, with the beheading of a relative. And details of court life were interesting, at the beginning, but became tedious with the repetitiveness. This book really could have been half or one-third the size, it drug on and on and on. Getting to the end was a relief, I doubt I'll read another book by this author.",negative,2025-02-08 23:00:00
"I got this book because Ursula Hegi wrote an Oprah Winfrey pick ""Stone From the River"" some years ago and I remember enjoying that book.. While I love a good family saga, I cared nothing about any of the characters in this book. It was tedious, boring and repetitive. The premise of how an act in childhood affects members of several families for years to come seemed intriguing, but it was the only reason that held me to the end and then I realized that the book was actually a waste of time.",negative,2025-02-09 00:00:00
This film is difficult to watch for many reasons. It is below average both artistically and technically. The film is a classic of its genre but for me HUSBANDS and WOMAN UNDER THE INFLUENCE are much better as films. [Note how the excessive laughter in FACES is annoying and unrealistic whilst in HUSBANDS it is natural and enjoyable.],negative,2025-02-09 01:00:00
"This is a very disapointing book. The author makes the complexe Amish community that forgave the muders of their young daughters at Nickle Mine school into one diminsional Disney characters. There is no tension, conflict or any of the human conditions that make people real, just a oh so sweet group of simple people.Of course that does not allow us to learn anything from the Amish and I am sure there is a lot to be learn from them.The author is very self absorbed when she tries to draw any lesson",negative,2025-02-09 01:00:00
"Laugh and Learn About Childbirthexcellent information, and humorous all at the same time !!!",positive,2025-02-09 02:00:00
"this album is a must have. look for the similarities between sunny day and jane's addiction in 100 million - i swear it's there. every track is incredible - be warned that listening to it in already-sad states will lead to probably more sadness, but it's good to be there sometimes.",positive,2025-02-09 03:00:00
"once again, (OK it does not happen that often, otherwise we would stop trusting Amazon and shopping with them, would'nt we?) the description is not accurate : this version ISBN 1569945233, monterey media etc.... is an ADAPTATION of Dicken's novel by the St Charles PLayers, who record it with all due talent and spirit BUT as a play, in an ""exciting Radio Theater style"" quote, unquote.....",negative,2025-02-09 04:00:00
"This game requires quicktime 5.0 to work...if you have a better version of quicktime (I have 7.5), it will ask you to install the quicktime available on the CD...if you click no, it will not let you play. So, I begrudgingly clicked yes on the third try, and it installed quicktime 5, THEN it tells me to please install the quicktime available on the disc. It KEPT telling me that, even after I uninstalled my version of quicktime 7.5, and reinstalled Barbie Rapunzel and quicktime 5. Very frustrating",negative,2025-02-09 04:00:00
"I'm almost finished with The Fall of Reach and while I love the story, the editors need to be shot. Wherever there is a word that has the letters ""f"" and ""i"" together, they're missing; ie: file is le, and officer is of cer. I think there's a date typo too where it's supposed to be the day after and they didn't change it. It's a little confusing and takes from the read when you have to pause and figure out what's being said. I'll update or comment when I finish the other 2 books, hopefully they'r",positive,2025-02-09 05:00:00
"....I think this thing is sortof nice the way it has an integrated Tape and CD, but generally I think it is really crappy compared to the Turtle Beach Audiotron. Granted that unit is designed to be connected to a real stereo, and not imitate a real stereo like this unit, but the support for formats, and features is 400% better on that unit.The Audiotron is also able to play icecast and shoutcast...",negative,2025-02-09 06:00:00
"First, I am a huge fan of Clay Aiken. He has a magnificent voice that I feel the ""powers that be"" tried to turn into just another pop singer. I'm not saying the songs are bad, I'm just saying some of them weren't easily recognized as Clay's voice. I would have loved more ballads with the backgrounds a little quieter so Clay could shine through. Let's hope the next album has more of Clay, less pop attitude.",positive,2025-02-09 06:00:00
"The dryer worked fine but I only use a hair dryer occasionally so I'd only used it twice in 6 weeks. When I went to use it the third time, it was deader than a doornail. No power. I guess the stress of sitting in the cabinet for a few weeks was too much for it. Too late to return it. I've seen other reviews with a similar problem so it seems they have some quality control issues to work out and if you buy one, it's the luck of the draw if you get a 'good' one or not. I'm generally very pleased w",negative,2025-02-09 07:00:00
"The design of this basketball system is fantastic. It is so easy to move and so easy to raise or lower the backboard. It is sturdier than most movable systems and with the 4 wheels and the leaver action you can easily move it from one place to the other without emptying the reservoir. If it is a windy day you can easily lower the back board. Now that I have raved about the product let me give you the negative, if you are not mechanically inclined, do not even attempt to put this together. The di",positive,2025-02-09 08:00:00
"These women ROCK! This is a wonderful performance by 4 very talented string musicians. It is impossible to watch this video and not start dancing, or at the least, tapping your feet. I enjoy watching it while I'm cooking--really gets me in a festive mood. Highly recommend it if you enjoy up-tempo, contemporary music.",positive,2025-02-09 09:00:00
